round,TP,FN,FP,TN,TPR_round,FPR_round
192,0,0,18,2,nan,0.9
193,0,0,16,4,nan,0.8
194,0,0,18,2,nan,0.9
195,0,0,17,3,nan,0.85
196,0,0,19,1,nan,0.95
197,0,0,10,10,nan,0.5
198,0,0,19,1,nan,0.95
199,0,0,13,7,nan,0.65
200,0,0,18,2,nan,0.9
FINAL_CUMULATIVE,122,3,2724,1151,0.976,0.7029677419354838
