round,TP,FN,FP,TN,TPR_round,FPR_round
191,0,0,2,18,nan,0.1
192,0,0,2,18,nan,0.1
193,0,0,1,19,nan,0.05
194,0,0,1,19,nan,0.05
195,0,0,3,17,nan,0.15
196,0,0,4,16,nan,0.2
197,0,0,4,16,nan,0.2
198,0,0,3,17,nan,0.15
199,0,0,2,18,nan,0.1
200,0,0,6,14,nan,0.3
FINAL_CUMULATIVE,104,1,2259,1636,0.9904761904761905,0.5799743260590501
